orderNo,transNo,memberId,dueLoanAmt,realLoanAmt,acctTempId,orderState,orderStatus,orderType,repaymentPeriod,periodType,bankName,successTime,successLogicDate,crtTime,updTime,remittanceType,UPDATE_DAY
TQYJK2017082899d2S58539,XDCLFF6502DEE6A74C8A914234A8EEE7E566,104006682,70000,70000,420002,99,2,1,3,1,中国建设银行,28AUG2017:13:47:01,28AUG2017,28AUG2017:13:46:28,28AUG2017:13:47:01,0,20181102
TQYJK20170828A008z6KGgC,XDCL88D80755BEFD48C98F58937E0701008E,103717494,100000,100000,420002,2,3,1,3,1,工商银行,,,28AUG2017:16:24:03,28AUG2017:16:24:06,0,20181102
TQYJK20170828k42A32beRm,XDCLCEDA1DDEEA5E433BACF8AF59D5D224C8,103717494,100000,100000,420002,99,2,1,3,1,工商银行,28AUG2017:16:24:41,28AUG2017,28AUG2017:16:24:10,28AUG2017:16:24:41,0,20181102
TQYJK20170828911XLH0Wkj,XDCLF051EB107FA74083BD783614749A434D,10471981,240000,240000,420002,99,2,1,3,1,招商银行,28AUG2017:16:33:33,28AUG2017,28AUG2017:16:33:16,28AUG2017:16:33:33,0,20181102
TQYJK20170829Ksuh1I1Y14,XDCL54B5A35627674591B5E2B89D89273213,100484794,150000,150000,420002,99,2,1,3,1,兴业银行,29AUG2017:06:50:39,29AUG2017,29AUG2017:06:50:24,29AUG2017:06:50:39,0,20181102
TQYJK20170829B829Ndfg23,XDCL3F8E32FCEDFE4640B22C0F38CF97A5FD,104551815,70000,70000,420002,2,3,1,3,1,工商银行,,,29AUG2017:07:08:40,29AUG2017:07:08:44,0,20181102
TQYJK20170829aq42ZQoU41,XDCLF7ACCA7516D348FEBDCC0EBC7E97EF5A,101277218,80000,80000,420002,99,2,1,3,1,工商银行,29AUG2017:11:24:40,29AUG2017,29AUG2017:11:22:50,29AUG2017:11:24:40,0,20181102
TQYJK2017083080Boq8TQ7J,XDCL61A762BE62B444D883C997409424FA69,102868529,400000,400000,420002,99,2,1,6,1,工商银行,30AUG2017:21:14:53,30AUG2017,30AUG2017:21:14:30,30AUG2017:21:14:53,0,20181102
TQYJK20170831oRMM35GE43,XDCLE1F24EF55F0F442A9C30608083BF1921,100019314,130000,130000,420002,3,0,1,3,1,平安银行,,,31AUG2017:13:16:55,31AUG2017:13:17:03,0,20181102
TQYJK20170831H12790IF7B,XDCL20F94DD91C8E41A7A47176BB593DB4D9,101384295,50000,50000,420002,99,2,1,3,1,农业银行,31AUG2017:13:54:30,31AUG2017,31AUG2017:13:54:16,31AUG2017:13:54:30,0,20181102
TQYJK201708314u3zru9js2,XDCL0B1A41DCEDBA43FBA2E4659AC850EBDA,105052573,120000,120000,420002,99,2,1,3,1,中国建设银行,31AUG2017:15:21:13,31AUG2017,31AUG2017:15:20:45,31AUG2017:15:21:13,0,20181102
TQYJK20170831nG0c0YgL1P,XDCL0E469963D07F4887B2FD75D787608837,100019314,130000,130000,420002,99,2,1,3,1,平安银行,31AUG2017:19:42:34,31AUG2017,31AUG2017:19:42:14,31AUG2017:19:42:34,0,20181102
TQYJK201708316M42ij4w8b,XDCL6F6B7C0D5B6440D382A8D440294377BD,10277960,190000,190000,420002,99,2,1,3,1,建设银行,31AUG2017:20:23:31,31AUG2017,31AUG2017:20:23:14,31AUG2017:20:23:32,0,20181102
TQYJK201709011zAnmB6Xw4,,103893120,60000,60000,420002,2,0,1,3,1,农业银行,,,01SEP2017:00:07:35,,0,20181102
TQYJK20170901Z3786v25jk,XDCLEA15E7AC49334B6F8937900480D5494E,103893120,60000,60000,420002,99,2,1,3,1,农业银行,01SEP2017:00:10:18,01SEP2017,01SEP2017:00:10:05,01SEP2017:00:10:18,0,20181102
TQYJK20170901ZApA2Yerv1,XDCL02CB78E3A84340B6A917E907C664C15F,102451307,180000,180000,420002,99,2,1,3,1,招商银行,01SEP2017:10:19:42,01SEP2017,01SEP2017:10:19:15,01SEP2017:10:19:42,0,20181102
TQYJK201709021F2520S38H,XDCL73D18408A2B248268D1D6670C9A2590B,104551815,110000,110000,420002,99,2,1,3,1,工商银行,02SEP2017:13:57:30,02SEP2017,02SEP2017:13:57:16,02SEP2017:13:57:30,0,20181102
TQYJK201709040G40PB850z,XDCLE0C1D501D02449A69E214805F4564364,104703685,50000,50000,420002,99,2,1,3,1,建设银行,04SEP2017:17:45:37,04SEP2017,04SEP2017:17:44:57,04SEP2017:17:45:37,0,20181102
TQYJK20170904Vq25g4zbE1,XDCL22C6E31386D342DA82C062EDA295C3CE,102269770,160000,160000,420002,2,3,1,3,1,中国建设银行,,,04SEP2017:21:31:10,04SEP2017:21:31:14,0,20181102
TQYJK2017090486uST4ivL8,XDCLEDAE84495DE54FD48E65A543145E14F9,102269770,100000,100000,420002,2,3,1,3,1,中国建设银行,,,04SEP2017:21:41:01,04SEP2017:21:41:06,0,20181102
TQYJK20170904h3015Dc428,XDCLBA0724CE825844EE830C11E027D14A08,102269770,50000,50000,420002,2,3,1,3,1,中国建设银行,,,04SEP2017:21:41:44,04SEP2017:21:41:49,0,20181102
TQYJK20170905FJ37n6m2l4,XDCL23D43C4844E849228FC1FF60414FEBA8,101175817,240000,240000,420002,99,2,1,3,1,建设银行,05SEP2017:18:28:19,05SEP2017,05SEP2017:18:28:06,05SEP2017:18:28:20,0,20181102
TQYJK2017090654c81AhB72,XDCL82A3EDE09A3946E49160370FFACDE443,102868529,60000,60000,420002,99,2,1,3,1,工商银行,06SEP2017:11:58:10,06SEP2017,06SEP2017:11:57:43,06SEP2017:11:58:10,0,20181102
TQYJK201709067g9870Ulw4,,100049700,80000,80000,420002,2,0,1,3,1,农业银行,,,06SEP2017:20:56:21,,0,20181102
TQYJK20170906T13g302975,XDCLCC87F6F1D8DD40DDAE54BBE4878EF3E1,104223002,100000,100000,420002,99,2,1,3,1,华夏银行,06SEP2017:21:32:52,06SEP2017,06SEP2017:21:32:35,06SEP2017:21:32:52,0,20181102
TQYJK20170907834z313d5H,XDCL60E746DB6C46496DBA26009D286940C4,104766191,50000,50000,420002,99,2,1,3,1,建设银行,07SEP2017:09:41:17,07SEP2017,07SEP2017:09:41:00,07SEP2017:09:41:17,0,20181102
TQYJK201709073cgeUv005T,XDCLAEF61BF411DB4D4A82434A56A3377E35,101803258,220000,220000,420002,99,2,1,3,1,建设银行,07SEP2017:10:27:45,07SEP2017,07SEP2017:10:27:18,07SEP2017:10:27:45,0,20181102
TQYJK20170907oa75mQ891K,XDCL61FE5D0DC17A4291BD62F6341FBB1E04,105052573,100000,100000,420002,99,2,1,3,1,中国建设银行,07SEP2017:14:47:19,07SEP2017,07SEP2017:14:46:58,07SEP2017:14:47:19,0,20181102
TQYJK20170908DaTH109DKf,XDCL7ED1BEFE90F842CF9E6B56A6C6BC1C29,10263739,200000,200000,420002,99,2,1,3,1,农业银行,08SEP2017:09:14:35,08SEP2017,08SEP2017:09:14:20,08SEP2017:09:14:35,0,20181102
TQYJK20170908568ROZgMB7,XDCL0670860AD3A84CD59234C297F99CDA38,103817048,70000,70000,420002,99,2,1,3,1,建设银行,08SEP2017:14:30:49,08SEP2017,08SEP2017:14:30:29,08SEP2017:14:30:49,0,20181102
TQYJK2017090819Ld6S19q9,XDCLAFF766F4603346ED92894463D22495D3,104676184,80000,80000,420002,99,2,1,3,1,招商银行,08SEP2017:15:03:57,08SEP2017,08SEP2017:15:03:30,08SEP2017:15:03:57,0,20181102
TQYJK20170908650g1JET6y,XDCLF2C4FBE1D44E472E9DE7C5CD82AB55C1,105127814,250000,250000,420002,99,2,1,3,1,中信银行,08SEP2017:15:53:30,08SEP2017,08SEP2017:15:53:15,08SEP2017:15:53:30,0,20181102
TQYJK201709085657O911U3,XDCL513A080DA8044855A1FD4D6EEB958066,102702019,130000,130000,420002,99,2,1,3,1,工商银行,08SEP2017:23:20:37,08SEP2017,08SEP2017:23:20:07,08SEP2017:23:20:37,0,20181102
TQYJK2017090942u253piY2,,101412558,1920000,1920000,420002,2,0,1,3,1,中信银行,,,09SEP2017:06:47:35,,1,20181102
TQYJK2017090985197j9dg7,XDCL8443B9653613404EB6A07B2E1776B4CD,101412558,1920000,1920000,420002,99,2,1,3,1,中信银行,09SEP2017:06:48:14,09SEP2017,09SEP2017:06:47:44,09SEP2017:06:48:15,1,20181102
TQYJK201709094cFUg6Dw8k,XDCL5B13ACCC2E264F6EB229B1E561758978,104223002,100000,100000,420002,99,2,1,3,1,华夏银行,09SEP2017:11:23:07,09SEP2017,09SEP2017:11:22:51,09SEP2017:11:23:08,0,20181102
TQYJK20170909k860864j55,XDCLF1E272126EFD4FB48A0AF8A336A43DCB,102260937,80000,80000,420002,99,2,1,3,1,农业银行,09SEP2017:14:26:06,09SEP2017,09SEP2017:14:25:49,09SEP2017:14:26:07,0,20181102
TQYJK201709101CY4F78f5l,XDCL5F593E590005447981B1D9E2AE2DB58D,101407599,170000,170000,420002,99,2,1,3,1,农业银行,10SEP2017:22:56:55,10SEP2017,10SEP2017:22:56:42,10SEP2017:22:56:55,0,20181102
TQYJK20170911NhlFQOA413,XDCLE0632FF3BE5A4AD18102346E32694896,104416177,250000,250000,420002,99,2,1,3,1,中国工商银行,11SEP2017:07:04:30,11SEP2017,11SEP2017:07:04:00,11SEP2017:07:04:30,0,20181102
TQYJK20170911K6Eso059xq,XDCLBD6AEB06BEA842738C5FA66FE1D7E075,101166032,190000,190000,420002,99,2,1,3,1,农业银行,11SEP2017:10:13:38,11SEP2017,11SEP2017:10:13:21,11SEP2017:10:13:39,0,20181102
TQYJK201709111C32u748y3,XDCL7CFE85E34AE74322A0DC30E1EF6E162C,10166839,640000,640000,420002,99,2,1,3,1,民生银行,11SEP2017:20:36:43,11SEP2017,11SEP2017:20:35:42,11SEP2017:20:36:44,0,20181102
TQYJK20170912v1NO9559P0,XDCLDACAFB2C674D464EAD71E4F35FC0128D,102058051,80000,80000,420002,99,2,1,3,1,工商银行,12SEP2017:13:39:47,12SEP2017,12SEP2017:13:39:30,12SEP2017:13:39:47,0,20181102
TQYJK201709137Ailt33ZFb,XDCL593A61AA761745218FE8CEBAD08D7C20,101852077,100000,100000,420002,99,2,1,3,1,中国银行,13SEP2017:15:31:49,13SEP2017,13SEP2017:15:29:37,13SEP2017:15:31:51,0,20181102
TQYJK20170913G13Gp8b303,XDCL941A3EFD73D048B1A2511737BF1EE566,101306734,200000,200000,420002,99,2,1,3,1,招商银行,13SEP2017:15:32:26,13SEP2017,13SEP2017:15:31:51,13SEP2017:15:32:26,0,20181102
TQYJK2017091477Qjr5I702,XDCL7D4EDE5FA84C4C88BA9B50CA1E12ADB0,104455311,240000,240000,420002,2,3,1,3,1,建设银行,,,14SEP2017:07:55:32,14SEP2017:07:55:36,0,20181102
TQYJK2017091444Q90V9f2c,XDCLD31435B998A7488C959FE331A7D3123C,103698250,90000,90000,420002,99,2,1,3,1,农业银行,14SEP2017:18:37:20,14SEP2017,14SEP2017:18:37:06,14SEP2017:18:37:20,0,20181102
TQYJK20170914E325IaQvL9,XDCLBBAFA45EB8114F7C84424113E3F9358E,100049700,120000,120000,420002,2,3,1,3,1,农业银行,,,14SEP2017:19:46:55,14SEP2017:19:46:59,0,20181102
TQYJK201709149995A0CK9v,XDCLEDE717168F4640F89B8A06D6544E0F81,100049700,50000,50000,420002,2,3,1,3,1,农业银行,,,14SEP2017:19:47:41,14SEP2017:19:47:44,0,20181102
TQYJK2017091491j572v9lE,,101384295,70000,70000,420002,2,0,1,3,1,农业银行,,,14SEP2017:20:48:40,,0,20181102
TQYJK201709158YN9Fd979A,XDCL1AD422A47FA74B43B16B333173AAFB2A,100049700,120000,120000,420002,2,3,1,3,1,农业银行,,,15SEP2017:11:47:57,15SEP2017:11:48:02,0,20181102
TQYJK201709158p14E52OX9,,102868529,90000,90000,420002,2,0,1,3,1,工商银行,,,15SEP2017:22:25:32,,0,20181102
TQYJK20170915rBw3f2EQ59,XDCL31AEAFFE112D46DC8A8B28F3F3B8120B,102868529,90000,90000,420002,99,2,1,3,1,工商银行,15SEP2017:22:25:54,15SEP2017,15SEP2017:22:25:38,15SEP2017:22:25:54,0,20181102
TQYJK201709167FW7056hF2,WZCL2910DC530BC744698B752C7F03CFB420,103448284,180000,180000,420003,99,2,1,3,2,农业银行,16SEP2017:08:37:33,16SEP2017,16SEP2017:08:37:10,16SEP2017:08:37:33,0,20181102
TQYJK20170916M7jLDSpf07,XDCLEA1CD8BD7BEC44BF8510289D6BAE36A5,100049700,50000,50000,420002,2,3,1,3,1,农业银行,,,16SEP2017:11:38:48,16SEP2017:11:38:51,0,20181102
TQYJK201709171OR49xb162,XDCLF85C7361C5FD4B2CB1C06F2009F16D68,105136215,200000,200000,420002,99,2,1,3,1,工商银行,17SEP2017:01:21:33,17SEP2017,17SEP2017:01:21:01,17SEP2017:01:21:33,0,20181102
TQYJK2017091715ZR8MXeg1,XDCL181A4F0B052142049DFACDBF5682311C,101384295,150000,150000,420002,99,2,1,3,1,农业银行,17SEP2017:20:05:48,17SEP2017,17SEP2017:20:05:22,17SEP2017:20:05:50,0,20181102
TQYJK20170917Po14W18oOc,XDCLE33B1007D6A34EC5B66D7D6FE2E0BDEE,104924149,330000,330000,420002,99,2,1,6,1,招商银行,17SEP2017:22:25:09,17SEP2017,17SEP2017:22:24:49,17SEP2017:22:25:09,0,20181102
TQYJK20170918XL11Tt2CNG,XDCLC5A353231FD04B7F85518B1E850C6974,104038994,210000,210000,420002,99,2,1,3,1,建设银行,18SEP2017:10:17:54,18SEP2017,18SEP2017:10:17:40,18SEP2017:10:17:54,0,20181102
TQYJK20170918kgN84tq6Ym,XDCLD888DA2DC7434B2AB8CBBB170534B3B5,104455311,240000,240000,420002,99,2,1,3,1,建设银行,18SEP2017:16:07:40,18SEP2017,18SEP2017:16:07:30,18SEP2017:16:07:40,0,20181102
TQYJK2017091981a22F4G0q,XDCL7133DC4D07DA4E24A41955A038017304,100889222,170000,170000,420002,99,2,1,3,1,中国银行,19SEP2017:17:16:29,19SEP2017,19SEP2017:17:16:05,19SEP2017:17:16:29,0,20181102
TQYJK2017091936lWarL64u,XDCL5EC5367217A245D7900A3EE0A3909F43,103395155,140000,140000,420002,99,2,1,3,1,交通银行,19SEP2017:17:49:00,19SEP2017,19SEP2017:17:48:26,19SEP2017:17:49:00,0,20181102
TQYJK20170920L491dQBE20,XDCL62FD2362FDBE4B64B67487312E7A0D8E,103893120,80000,80000,420002,99,2,1,3,1,农业银行,20SEP2017:00:57:59,20SEP2017,20SEP2017:00:57:46,20SEP2017:00:57:59,0,20181102
TQYJK2017092029as9U4VK1,XDCL5E9A38C9446F478CB7654FA07EC7F253,105123446,240000,240000,420002,99,2,1,3,1,建设银行,20SEP2017:07:39:51,20SEP2017,20SEP2017:07:39:36,20SEP2017:07:39:51,0,20181102
TQYJK201709203P84192241,WZCL9E43A517B5EE44C7A5A960D2B76C720E,101359478,280000,280000,420003,99,2,1,3,2,农业银行,20SEP2017:15:23:40,20SEP2017,20SEP2017:15:23:22,20SEP2017:15:23:41,0,20181102
TQYJK20170920kc3kP40067,XDCL0BD269901F2D4A0BBFC2C60ADA332184,103838224,120000,120000,420002,99,2,1,3,1,招商银行,20SEP2017:16:00:50,20SEP2017,20SEP2017:16:00:38,20SEP2017:16:00:50,0,20181102
TQYJK2017092013313k8WlY,XDCLBF137B5FF5DB47DFB268505194D61803,100049700,50000,50000,420002,99,2,1,3,1,农业银行,20SEP2017:18:17:33,20SEP2017,20SEP2017:18:17:16,20SEP2017:18:17:33,0,20181102
TQYJK20170920A536z8uw6B,XDCL259DF59B2C5043D5A7F0EC941D3E7DE6,100049700,130000,130000,420002,99,2,1,3,1,农业银行,20SEP2017:18:18:28,20SEP2017,20SEP2017:18:18:12,20SEP2017:18:18:28,0,20181102
TQYJK20170921zEYE9N8Y70,XDCL2270D07C368C48E28A8EBA4448D9CB7D,105081220,90000,90000,420002,2,3,1,3,1,建设银行,,,21SEP2017:01:30:47,21SEP2017:01:30:51,0,20181102
TQYJK201709212DVdyox1b1,XDCLC89542D466A24FECB2EB7E25839DD278,105081220,90000,90000,420002,3,0,1,3,1,建设银行,,,21SEP2017:01:30:56,21SEP2017:01:30:59,0,20181102
TQYJK20170921Fd7r72ry70,XDCLACFC9C9317B2443FA82BEFC35090B899,105081220,90000,90000,420002,99,2,1,3,1,建设银行,21SEP2017:01:44:13,21SEP2017,21SEP2017:01:43:48,21SEP2017:01:44:13,0,20181102
TQYJK20170921sBird836Q9,XDCLCE4BEE42641C4F3C8E47E12A450FC03A,104469091,70000,70000,420002,99,2,1,3,1,建设银行,21SEP2017:09:09:25,21SEP2017,21SEP2017:09:09:07,21SEP2017:09:09:26,0,20181102
TQYJK2017092183puQGtXh2,XDCL26F0C16830D740599BFB4B9F23AE5AA5,102006819,150000,150000,420002,99,2,1,3,1,中国银行,21SEP2017:09:41:34,21SEP2017,21SEP2017:09:41:22,21SEP2017:09:41:34,0,20181102
TQYJK20170921SxbF18b02D,,100899879,80000,80000,420002,2,0,1,3,1,工商银行,,,21SEP2017:11:34:22,,0,20181102
TQYJK20170922J251GaU1x1,XDCL3713367004F44C34BE0913CE56B8F9EF,100229930,500000,500000,420002,99,2,1,6,1,招商银行,22SEP2017:14:24:17,22SEP2017,22SEP2017:14:23:54,22SEP2017:14:24:17,0,20181102
TQYJK201709227Y8d0wP932,XDCL06EDD27CBC4F4F76BEE2A971162DA625,102243853,250000,250000,420002,99,2,1,3,1,中国工商银行,22SEP2017:17:06:18,22SEP2017,22SEP2017:17:05:59,22SEP2017:17:06:18,0,20181102
TQYJK20170922xJ1Lz36xfN,XDCLEE050D5D29D44B9DA0A3241A3974556C,104703685,350000,350000,420002,99,2,1,6,1,建设银行,22SEP2017:18:43:36,22SEP2017,22SEP2017:18:42:55,22SEP2017:18:43:36,0,20181102
TQYJK201709237W0x5Z1bSm,XDCL599C170B18EB4C29ABBF0AD8E8627E3F,100167245,50000,50000,420002,2,3,1,3,1,建设银行,,,23SEP2017:14:18:05,23SEP2017:14:18:09,0,20181102
TQYJK20170923m00l8372W2,XDCL0E48B1B145B042AE9854F7B8E916A65F,100167245,50000,50000,420002,99,2,1,3,1,建设银行,23SEP2017:14:18:44,23SEP2017,23SEP2017:14:18:13,23SEP2017:14:18:44,0,20181102
TQYJK2017092347r5mGvwWI,XDCL7C0CBAE4EF69491B8AFD35C062997A6C,10471981,140000,140000,420002,99,2,1,3,1,招商银行,23SEP2017:14:49:50,23SEP2017,23SEP2017:14:49:28,23SEP2017:14:49:50,0,20181102
TQYJK20170924JV519bF359,XDCLB4F9D1ECDD17445AA5943F9DDBCC0E02,105081220,60000,60000,420002,99,2,1,3,1,建设银行,24SEP2017:08:19:08,24SEP2017,24SEP2017:08:18:55,24SEP2017:08:19:09,0,20181102
TQYJK201709240176oKCety,XDCLC1D8A9A5033F462ABA1A25B9FCAADC44,1022092,1000000,1000000,420002,99,2,1,3,1,中信银行,24SEP2017:13:26:37,24SEP2017,24SEP2017:13:26:21,24SEP2017:13:26:37,1,20181102
TQYJK20170925pExgo2q01K,XDCLD780A3A2D4B8488CBB176A579210A0C0,103717494,100000,100000,420002,2,3,1,3,1,工商银行,,,25SEP2017:08:03:29,25SEP2017:08:03:33,0,20181102
TQYJK20170925x6229n3830,XDCLBF8BC273B0E6482D8ECFC847D45D696F,103717494,100000,100000,420002,99,2,1,3,1,工商银行,25SEP2017:08:03:53,25SEP2017,25SEP2017:08:03:37,25SEP2017:08:03:53,0,20181102
TQYJK20170925K2o408652G,XDCLE6A7E57F3CBB46B59A902E26FE188B70,101412558,1920000,1920000,420002,99,2,1,3,1,中信银行,25SEP2017:09:50:02,25SEP2017,25SEP2017:09:49:42,25SEP2017:09:50:03,1,20181102
TQYJK2017092565xo63Ut9V,XDCL79268E563EF644A5A9EE9AC5A5EE1537,102706892,50000,50000,420002,99,2,1,3,1,农业银行,25SEP2017:12:57:21,25SEP2017,25SEP2017:12:56:57,25SEP2017:12:57:21,0,20181102
TQYJK201709253f62Al49vw,XDCL96CDF67363CD422B802866A9C78DA4C9,105081220,100000,100000,420002,99,2,1,3,1,建设银行,25SEP2017:14:40:53,25SEP2017,25SEP2017:14:40:26,25SEP2017:14:40:53,0,20181102
TQYJK20170925oJ9t9XQ81k,XDCL617FB7A09EFB467B8CC840CC4075C675,101452886,170000,170000,420002,99,2,1,3,1,中信银行,25SEP2017:15:53:48,25SEP2017,25SEP2017:15:53:36,25SEP2017:15:53:48,0,20181102
TQYJK20170925f7Tj1G4b25,XDCL0AC85CE0CC094EE4B4706EB7DCD1EF73,104223002,70000,70000,420002,99,2,1,3,1,华夏银行,25SEP2017:17:30:34,25SEP2017,25SEP2017:17:30:17,25SEP2017:17:30:34,0,20181102
TQYJK2017092563U7F158P2,XDCL9923AF54BA1042AB9568F5D47580BDC4,105123996,90000,90000,420002,99,2,1,3,1,建设银行,25SEP2017:22:52:11,25SEP2017,25SEP2017:22:51:57,25SEP2017:22:52:11,0,20181102
TQYJK20170927qrfJ985cXc,,104455516,230000,230000,420002,2,0,1,3,1,招商银行,,,27SEP2017:02:52:37,,0,20181102
TQYJK201709275mIbua84YX,XDCL6C9D2E2923E649F2A2EB46D596DCB138,104455516,230000,230000,420002,2,3,1,3,1,招商银行,,,27SEP2017:02:52:44,27SEP2017:02:52:48,0,20181102
TQYJK201709277s0GX3Xxm4,XDCLE9CBD8B99FAE4AF98780A32F0C9D78E7,102036261,100000,100000,420002,99,2,1,3,1,工商银行,27SEP2017:13:13:26,27SEP2017,27SEP2017:13:13:11,27SEP2017:13:13:26,0,20181102
TQYJK201709281y4mgqLtMb,XDCLA9ACB06CAD17417495AEC80373F61E81,100783085,130000,130000,420002,2,3,1,3,1,农业银行,,,28SEP2017:08:47:53,28SEP2017:08:47:59,0,20181102
TQYJK20170928732l71Drbz,XDCL037F16311F7D4A54B58CA6CC92617A32,100783085,130000,130000,420002,99,2,1,3,1,农业银行,28SEP2017:08:48:31,28SEP2017,28SEP2017:08:48:05,28SEP2017:08:48:31,0,20181102
TQYJK2017092847T0887ew2,XDCL5873FC53F29149C1981F86568D44FAD7,10064887,300000,300000,420002,2,3,1,3,1,工商银行,,,28SEP2017:09:34:22,28SEP2017:09:34:46,0,20181102
TQYJK20170928TFJpZ8fqTV,XDCLB4BA7E8F2EF34895B729E7CC194EB498,10064887,300000,300000,420002,99,2,1,3,1,工商银行,28SEP2017:09:35:11,28SEP2017,28SEP2017:09:34:51,28SEP2017:09:35:11,0,20181102
TQYJK2017092866fHTOY946,XDCL84C289E014554CB0870B773678BD4BF6,104006682,130000,130000,420002,2,3,1,3,1,中国建设银行,,,28SEP2017:09:45:04,28SEP2017:09:45:07,0,20181102
TQYJK20170928n4gJAp4741,XDCL9974AD2D12FA4060BF8A339479A04A67,102702019,140000,140000,420002,99,2,1,3,1,交通银行,28SEP2017:13:33:35,28SEP2017,28SEP2017:13:33:07,28SEP2017:13:33:36,0,20181102
TQYJK20170928J29Dbod8B3,XDCLDE837081FB054E44AEEFA7BA82BF8608,105052573,90000,90000,420002,99,2,1,3,1,中国建设银行,28SEP2017:15:33:14,28SEP2017,28SEP2017:15:32:52,28SEP2017:15:33:14,0,20181102
TQYJK201709280qPd07Z4Q2,,104825582,700000,700000,420002,2,0,1,3,1,工商银行,,,28SEP2017:16:55:35,,0,20181102
TQYJK201709288n481U9J30,XDCLD87007EE65B245E18F14E9D39E454483,104825582,700000,700000,420002,99,2,1,3,1,工商银行,28SEP2017:16:56:02,28SEP2017,28SEP2017:16:55:42,28SEP2017:16:56:02,0,20181102
TQYJK20170929778B89sDu4,XDCL3044828025BC4491B254B1EB2CAF0AE6,101277218,100000,100000,420002,3,3,1,3,1,中信银行,,,29SEP2017:06:08:17,29SEP2017:06:20:28,0,20181102
TQYJK20170929cOrHUV2840,XDCL658C1F1A809C4635A30157F37CCBADA8,101277218,100000,100000,420002,99,2,1,3,1,中信银行,29SEP2017:06:40:23,29SEP2017,29SEP2017:06:39:21,29SEP2017:06:40:23,0,20181102
TQYJK201709291G0xU47IG8,XDCLC7DD7D1487E14B369D2A4BF53A39F681,101663015,80000,80000,420002,99,2,1,3,1,工商银行,29SEP2017:12:59:44,29SEP2017,29SEP2017:12:59:18,29SEP2017:12:59:44,0,20181102
TQYJK20170929v0z8Ef83P3,XDCL7B5442F70968410381AF4992DAD02FEF,101834763,120000,120000,420002,2,3,1,3,1,农业银行,,,29SEP2017:13:20:50,29SEP2017:13:20:55,0,20181102
TQYJK20170929V871l36S1r,XDCL0017E92D010B438FAD14598B46623818,101834763,120000,120000,420002,2,3,1,3,1,农业银行,,,29SEP2017:13:21:29,29SEP2017:13:21:34,0,20181102
TQYJK20170929N366EM1i14,XDCL7745C9E2058B4374A05A364875E68D26,101834763,120000,120000,420002,2,3,1,3,1,农业银行,,,29SEP2017:13:58:09,29SEP2017:13:58:12,0,20181102
TQYJK20170929G8gTF6SJ2W,XDCL40D6B635E6AA45149269578E61B4F21F,101834763,120000,120000,420002,99,2,1,3,1,农业银行,29SEP2017:16:06:28,29SEP2017,29SEP2017:16:05:59,29SEP2017:16:06:28,0,20181102
TQYJK20170929Bs0oK98a3t,XDCL458962287E3A464FB9D0DA93DC9B9EEB,101407599,260000,260000,420002,99,2,1,3,1,招商银行,29SEP2017:19:52:54,29SEP2017,29SEP2017:19:52:38,29SEP2017:19:52:54,0,20181102
TQYJK201709309pC2Hg9bZ0,XDCL63417CC5D43D4362B4E48FB6CD72F79B,102451307,100000,100000,420002,99,2,1,3,1,招商银行,30SEP2017:16:46:42,30SEP2017,30SEP2017:16:46:20,30SEP2017:16:46:43,0,20181102
TQYJK201710010004ukv5AH,XDCL37A003350C6E4DF4842AAAA05B71E419,100242148,450000,450000,420002,99,2,1,6,1,工商银行,01OCT2017:08:38:04,01OCT2017,01OCT2017:08:37:41,01OCT2017:08:38:04,0,20181102
TQYJK201710014A82U46T8I,XDCLEA53A986980442D59FD7E2D3085CBE1D,104455516,230000,230000,420002,99,2,1,3,1,招商银行,01OCT2017:18:40:09,01OCT2017,01OCT2017:18:39:54,01OCT2017:18:40:09,0,20181102
TQYJK20171002V5C1lGl99v,XDCLD264491EC06C4156911F451F1C7891C9,104551815,110000,110000,420002,99,2,1,3,1,工商银行,02OCT2017:18:14:46,02OCT2017,02OCT2017:18:14:31,02OCT2017:18:14:46,0,20181102
TQYJK20171002A27JRf9yiO,XDCL894C7FE31463457A8EE45A6B2CBA4C35,10263739,60000,60000,420002,99,2,1,3,1,农业银行,02OCT2017:18:19:53,02OCT2017,02OCT2017:18:19:29,02OCT2017:18:19:54,0,20181102
TQYJK20171003e75L00Rf67,XDCL6B2FE83A53034DB98004CD03C730021E,101384295,120000,120000,420002,99,2,1,3,1,农业银行,03OCT2017:08:19:07,03OCT2017,03OCT2017:08:18:49,03OCT2017:08:19:08,0,20181102
TQYJK20171003mZp0wVG9wx,XDCLF185A0B57659435799D61AAE2277243C,102706892,50000,50000,420002,99,2,1,3,1,工商银行,03OCT2017:11:17:31,03OCT2017,03OCT2017:11:17:16,03OCT2017:11:17:31,0,20181102
TQYJK2017100334Y69V02r5,XDCL8D6DB3A8CC104BA4AD42CAB6996D3B56,102450994,450000,450000,420002,99,2,1,6,1,工商银行,03OCT2017:15:05:40,03OCT2017,03OCT2017:15:05:11,03OCT2017:15:05:40,0,20181102
TQYJK201710030sZ1y46E9v,XDCL82D4A36249C347D5A49B82F86958855E,101175817,80000,80000,420002,99,2,1,3,1,建设银行,03OCT2017:16:26:20,03OCT2017,03OCT2017:16:26:05,03OCT2017:16:26:21,0,20181102
