orderNo,transNo,memberId,dueLoanAmt,realLoanAmt,acctTempId,orderState,orderStatus,orderType,repaymentPeriod,periodType,bankName,successTime,successLogicDate,crtTime,updTime,remittanceType,UPDATE_DAY
TQYJK20180806jcG6F976eB,XDCLA1B9DE0EC9FF4E1ABCB8C33A45F36489,103759322,120000,120000,420002,99,2,1,1,1,浦发银行,06AUG2018:19:17:08,06AUG2018,06AUG2018:19:16:53,06AUG2018:19:17:08,0,20181102
TQYJK201808069n5hL5BN16,XDCL03D40D3EE423436E91906F4B1159FA36,104165145,100000,100000,420002,99,2,1,1,1,招商银行,06AUG2018:22:19:04,06AUG2018,06AUG2018:22:18:43,06AUG2018:22:19:04,0,20181102
TQYJK20180806698a5otxdq,XDCL46AF52AFF075485BBE26965CBE10ACF3,102709164,150000,150000,420002,99,2,1,1,1,建设银行,06AUG2018:22:23:28,06AUG2018,06AUG2018:22:23:03,06AUG2018:22:23:28,0,20181102
TQYJK2018080690O0boe8nO,XDCLF9702C7C65F548C89E39D9C66BAB7C77,102102543,130000,130000,420002,99,2,1,1,1,建设银行,06AUG2018:22:33:02,06AUG2018,06AUG2018:22:32:21,06AUG2018:22:33:02,0,20181102
TQYJK20180806YD14Q40G8o,WZCL445EDCD774CB450ABB21496505731134,102866550,60000,60000,420003,99,2,1,3,2,农业银行,06AUG2018:23:33:38,06AUG2018,06AUG2018:23:33:05,06AUG2018:23:33:39,0,20181102
TQYJK20180806z970An96b4,XDCLC2FB9234C81745D2BEB2ABFCB161B8FC,102439238,150000,150000,420002,3,0,1,1,1,工商银行,,,06AUG2018:23:47:38,06AUG2018:23:47:44,0,20181102
TQYJK20180806752bR8E5zM,,102439238,150000,150000,420002,2,0,1,1,1,工商银行,,,06AUG2018:23:48:01,,0,20181102
TQYJK20180806U67E81xj11,XDCLBCAE41F6391B45738EE0A38BDC207614,102439238,150000,150000,420002,99,2,1,1,1,工商银行,06AUG2018:23:49:45,06AUG2018,06AUG2018:23:49:30,06AUG2018:23:49:45,0,20181102
TQYJK201808077862114660,XDCL5290D0FF8E014E71AEC3BE9D90109267,101695733,110000,110000,420002,99,2,1,1,1,建设银行,07AUG2018:07:31:16,07AUG2018,07AUG2018:07:30:54,07AUG2018:07:31:16,0,20181102
TQYJK20180807R6r86t9u3D,XDCL4128FD2C5D8B4946AABAC1E7DBA42BAD,104965744,130000,130000,420002,99,2,1,1,1,农业银行,07AUG2018:08:39:53,07AUG2018,07AUG2018:08:39:39,07AUG2018:08:39:54,0,20181102
TQYJK20180807E3197eVp77,WZCL5BE74ECD5ADB4645B7EB78E41BA545FC,105019419,120000,120000,420003,3,0,1,3,2,中国工商银行,,,07AUG2018:09:25:20,07AUG2018:09:25:24,0,20181102
TQYJK20180807P49byFH044,WZCLED0278E2EBB040D8981E08E4AE4AA777,104989017,380000,380000,420005,7,4,1,12,2,中国邮政储蓄银行,07AUG2018:09:34:59,07AUG2018,07AUG2018:09:34:37,07AUG2018:09:40:02,0,20181102
TQYJK20180807T4IptG80NJ,WZCL00F21EBDA2544D7B9982548A8F22F845,105019419,120000,120000,420003,99,2,1,3,2,中国工商银行,07AUG2018:09:45:55,07AUG2018,07AUG2018:09:45:43,07AUG2018:09:45:56,0,20181102
TQYJK20180807Qae3kPc2l2,WZCL7B01706BD16E47F493A9EBC65FD94980,102715699,150000,150000,420003,99,2,1,3,2,中国邮政储蓄银行,07AUG2018:10:01:09,07AUG2018,07AUG2018:10:00:50,07AUG2018:10:01:10,0,20181102
TQYJK20180807TEM6c61mIC,XDCL3FD210D3176C4F80A6A71618E3B4D3AA,103221802,60000,60000,420002,99,2,1,1,1,中国建设银行,07AUG2018:10:14:25,07AUG2018,07AUG2018:10:13:40,07AUG2018:10:14:25,0,20181102
TQYJK20180807sBcfPf87hk,XDCL67F06671C1B64BD1A19906AEA8D6210D,104587392,200000,200000,420002,99,2,1,3,1,建设银行,07AUG2018:10:27:31,07AUG2018,07AUG2018:10:27:13,07AUG2018:10:27:32,0,20181102
TQYJK2018080745ge4Ez85e,XDCLBBE64DF1EAFE4DD9A0344424A0A7D9B7,102444328,290000,290000,420002,99,2,1,3,1,农业银行,07AUG2018:10:57:17,07AUG2018,07AUG2018:10:56:41,07AUG2018:10:57:18,0,20181102
TQYJK20180807cBq58lm27K,WZCL4814D6C49E3A4ECFBB34407C615DD5C6,10081778,80000,80000,420003,99,2,1,3,2,建设银行,07AUG2018:11:40:57,07AUG2018,07AUG2018:11:40:31,07AUG2018:11:40:58,0,20181102
TQYJK201808076wco6lZ12B,XDCL07995D00E05C47CDBB84F020169C0F2F,101663015,190000,190000,420002,99,2,1,1,1,工商银行,07AUG2018:12:07:06,07AUG2018,07AUG2018:12:06:46,07AUG2018:12:07:07,0,20181102
TQYJK20180807w9i2c7ciD9,WZCLE152D4D3CA584B57B2BA1B4E156AA36D,103333738,500000,500000,420003,99,2,1,6,2,中国工商银行,07AUG2018:12:07:23,07AUG2018,07AUG2018:12:06:53,07AUG2018:12:07:24,0,20181102
TQYJK201808077jmq23FoQE,WZCL6E6624854E9444388F0166BEC8A6F6C0,10211534,160000,160000,420003,99,2,1,3,2,建设银行,07AUG2018:16:09:15,07AUG2018,07AUG2018:16:08:58,07AUG2018:16:09:16,0,20181102
TQYJK20180807e6FU5SD065,WZCLC3A57F2418594EDFB7A5FDBC98BCBEF6,100355797,300000,300000,420003,99,2,1,6,2,工商银行,07AUG2018:16:22:35,07AUG2018,07AUG2018:16:22:15,07AUG2018:16:22:36,0,20181102
TQYJK20180807R2Vfd6ZgzY,XDCLCE75CEABFF7C4F1189E50229D158803C,100783085,200000,200000,420002,99,2,1,3,1,农业银行,07AUG2018:17:15:28,07AUG2018,07AUG2018:17:15:03,07AUG2018:17:15:28,0,20181102
TQYJK201808077e9nQl8ez3,XDCLC066A5094372470A8280696E68CC59A3,105123446,240000,240000,420002,2,3,1,3,1,建设银行,,,07AUG2018:21:53:18,07AUG2018:21:53:22,0,20181102
TQYJK2018080738Gy5e4yDU,XDCL749EE178A530410A966B474D3F0F8655,105123446,240000,240000,420002,99,2,1,3,1,建设银行,07AUG2018:21:57:45,07AUG2018,07AUG2018:21:57:26,07AUG2018:21:57:45,0,20181102
TQYJK20180807xg30KhX23e,XDCL50EAA3BF9219458BB1D81D339199DFFC,105052968,130000,130000,420002,99,2,1,1,1,工商银行,07AUG2018:22:56:28,07AUG2018,07AUG2018:22:55:56,07AUG2018:22:56:29,0,20181102
TQYJK201808072638o122j1,WZCL31E88E80A8F2470097FD92578CABF6D9,101545194,220000,220000,420003,99,2,1,6,2,建设银行,07AUG2018:23:05:33,07AUG2018,07AUG2018:23:04:58,07AUG2018:23:05:34,0,20181102
TQYJK2018080796rs4zmX9V,WZCL850EE3AC1B8948D4AC77B098540F4D82,100333162,100000,100000,420003,99,2,1,3,2,农业银行,07AUG2018:23:31:12,07AUG2018,07AUG2018:23:30:55,07AUG2018:23:31:13,0,20181102
TQYJK2018080874t0D06N54,XDCL87171569250E4ADEA71EE6D4DCED3306,100314084,50000,50000,420002,2,3,1,1,1,工商银行,,,08AUG2018:01:30:32,08AUG2018:01:30:37,0,20181102
TQYJK20180808KprBgI57d4,XDCLEEA47E2A951843F08E2C40D2468A89A7,104007416,150000,150000,420002,99,2,1,1,1,工商银行,08AUG2018:09:30:45,08AUG2018,08AUG2018:09:30:26,08AUG2018:09:30:45,0,20181102
TQYJK201808088hfH3LytoA,XDCL7FCED877AA2F4141AC59CF6A91C70749,101164690,300000,300000,420002,99,2,1,3,1,工商银行,08AUG2018:09:55:30,08AUG2018,08AUG2018:09:55:00,08AUG2018:09:55:31,0,20181102
TQYJK20180808288w1k8k91,XDCL27798C6728ED46B386094E9E2C69DED1,101364524,280000,280000,420002,99,2,1,3,1,建设银行,08AUG2018:10:33:06,08AUG2018,08AUG2018:10:32:51,08AUG2018:10:33:07,0,20181102
TQYJK2018080865ID217LGh,XDCL5CE4DD01C91B40DF9F58D9129A91443E,104007416,150000,150000,420002,99,2,1,1,1,工商银行,08AUG2018:10:40:21,08AUG2018,08AUG2018:10:39:59,08AUG2018:10:40:21,0,20181102
TQYJK201808082p5unVAY8b,XDCLA3962871161D407DACB4FE9B193ACF04,104623321,100000,100000,420002,3,0,1,1,1,农业银行,,,08AUG2018:11:00:18,08AUG2018:11:00:23,0,20181102
TQYJK201808081VENk5Ek52,XDCL88FB270C8E7A4D07BC35BAD8ECBE4200,104623321,100000,100000,420002,3,3,1,1,1,农业银行,,,08AUG2018:11:01:28,08AUG2018:11:01:37,0,20181102
TQYJK20180808T641466026,XDCL6947BA2B6D634B17A726EE76D81809BD,104623321,100000,100000,420002,3,0,1,1,1,农业银行,,,08AUG2018:11:02:25,08AUG2018:11:02:28,0,20181102
TQYJK20180808I3283c8s09,XDCLCFF1EF7E147C456596534124597C0DF6,104623321,100000,100000,420002,99,2,1,1,1,农业银行,08AUG2018:11:03:32,08AUG2018,08AUG2018:11:02:42,08AUG2018:11:03:33,0,20181102
TQYJK20180808r5V722j45E,XDCLE933B8E5C9D944CDAD7B4DA320EB74F8,104825582,1000000,1000000,420002,99,2,1,6,1,工商银行,08AUG2018:12:32:07,08AUG2018,08AUG2018:12:31:53,08AUG2018:12:32:07,0,20181102
TQYJK2018080843Ai4r0zN7,XDCL3DF9AA63DEEF4B3BB36F7739B550D989,100150890,60000,60000,420002,99,2,1,1,1,中国银行,08AUG2018:13:04:49,08AUG2018,08AUG2018:13:04:32,08AUG2018:13:04:50,0,20181102
TQYJK201808080QAL40VX4K,XDCLB5C4CF9C17ED41FA81E7D36F7E9D1118,100607730,90000,90000,420002,99,2,1,1,1,工商银行,08AUG2018:13:23:43,08AUG2018,08AUG2018:13:23:27,08AUG2018:13:23:43,0,20181102
TQYJK201808081aocGP39KI,XDCL7A124153247B4102833395E88A1D018C,100607730,50000,50000,420002,99,2,1,1,1,工商银行,08AUG2018:13:26:45,08AUG2018,08AUG2018:13:26:29,08AUG2018:13:26:45,0,20181102
TQYJK201808089nRJwN89s0,XDCL0FE5923FAB3D4F209AAEA5DAB678FFA8,102702019,130000,130000,420002,99,2,1,1,1,交通银行,08AUG2018:13:55:32,08AUG2018,08AUG2018:13:54:47,08AUG2018:13:55:33,0,20181102
TQYJK201808080J8715vc31,WZCL08A0CF46B7A84E91842A34457EC154C7,103293719,180000,180000,420003,99,2,1,3,2,建设银行,08AUG2018:15:23:44,08AUG2018,08AUG2018:15:23:25,08AUG2018:15:23:45,0,20181102
TQYJK201808084V4u799655,WZCLBAB52F332C644B74A3F7719A31F9819F,102315709,320000,320000,420003,99,2,1,3,2,农业银行,08AUG2018:15:32:34,08AUG2018,08AUG2018:15:32:18,08AUG2018:15:32:34,0,20181102
TQYJK20180808DW55482472,,102918038,400000,400000,420002,2,0,1,3,1,工商银行,,,08AUG2018:16:00:53,,0,20181102
TQYJK20180808um2l7P2gvc,XDCLD1A78BFA568A45AA95EC28CE51045892,102918038,400000,400000,420002,99,2,1,3,1,工商银行,08AUG2018:16:01:33,08AUG2018,08AUG2018:16:01:03,08AUG2018:16:01:33,0,20181102
TQYJK2018080878NJOMtkJI,XDCL344F32A677324302B8FB09A706A709C4,102735262,100000,100000,420002,99,2,1,1,1,中国建设银行,08AUG2018:16:11:07,08AUG2018,08AUG2018:16:10:46,08AUG2018:16:11:08,0,20181102
TQYJK201808085300M3Xj4M,XDCL8E5085DC761641EE832CF1A8E1327EB5,10147106,290000,290000,420002,99,2,1,3,1,招商银行,08AUG2018:16:38:41,08AUG2018,08AUG2018:16:38:11,08AUG2018:16:38:41,0,20181102
TQYJK20180808X45H6q0tq1,WZCLE40E4F5F917E4EBA9BD30A1D30BD6019,102486725,210000,210000,420003,99,2,1,3,2,农业银行,08AUG2018:16:51:06,08AUG2018,08AUG2018:16:50:46,08AUG2018:16:51:07,0,20181102
TQYJK20180808Ba5a6y49WX,XDCL6B7CFA1709E84B04B64AA2CA8CE616EA,100314084,50000,50000,420002,99,2,1,1,1,工商银行,08AUG2018:17:50:55,08AUG2018,08AUG2018:17:50:26,08AUG2018:17:50:55,0,20181102
TQYJK20180808R23FMI014I,WZCLEB0D7E01B1FA403D9084B67285265796,101220957,60000,60000,420003,99,2,1,1,2,农业银行,08AUG2018:18:09:24,08AUG2018,08AUG2018:18:09:07,08AUG2018:18:09:25,0,20181102
TQYJK20180808Df32169901,XDCLD9F3CF40ADA248ECBD129C8F2D8B3E2B,102927199,140000,140000,420002,99,2,1,1,1,建设银行,08AUG2018:20:39:47,08AUG2018,08AUG2018:20:39:35,08AUG2018:20:39:48,0,20181102
TQYJK2018080807CzpwOX9T,XDCL887418972CB8430C8FF0DE656AE209E7,104560064,130000,130000,420002,99,2,1,1,1,建设银行,08AUG2018:23:46:02,08AUG2018,08AUG2018:23:45:42,08AUG2018:23:46:03,0,20181102
TQYJK20180809iL87k127Np,,104989017,420000,420000,420005,2,0,1,12,2,中国邮政储蓄银行,,,09AUG2018:08:11:27,,0,20181102
TQYJK20180809FD4551517D,WZCLD50C1793A7D041429F974C907BDC319A,104989017,420000,420000,420005,7,4,1,12,2,中国邮政储蓄银行,09AUG2018:08:11:47,09AUG2018,09AUG2018:08:11:32,09AUG2018:08:15:00,0,20181102
TQYJK20180809o0X99185p7,XDCL19F6FB6456914852A0D7D9869707C0EB,102537764,150000,150000,420002,99,2,1,1,1,建设银行,09AUG2018:10:55:13,09AUG2018,09AUG2018:10:54:56,09AUG2018:10:55:14,0,20181102
TQYJK201808097cLe4XI537,XDCL1FFA4FFD09D94F1DBF5B5FB42F2BFDB8,102391096,200000,200000,420002,99,2,1,3,1,建设银行,09AUG2018:11:24:48,09AUG2018,09AUG2018:11:24:32,09AUG2018:11:24:48,0,20181102
TQYJK201808096W9y9418ad,XDCLCBA6E91F6AD34EBFB2560B983718266F,101013616,130000,130000,420002,99,2,1,1,1,兴业银行,09AUG2018:12:15:08,09AUG2018,09AUG2018:12:14:26,09AUG2018:12:15:09,0,20181102
TQYJK20180809tC879625E3,WZCLAC9A44992BFC4B9881B932A6CE63DEA0,103114517,500000,500000,420003,99,2,1,3,2,中国银行,09AUG2018:12:23:13,09AUG2018,09AUG2018:12:22:53,09AUG2018:12:23:14,0,20181102
TQYJK201808095mM5E13903,XDCLBE26D189AE82402EACE33EEC07073D86,102702019,80000,80000,420002,99,2,1,1,1,交通银行,09AUG2018:13:25:18,09AUG2018,09AUG2018:13:24:52,09AUG2018:13:25:18,0,20181102
TQYJK2018080967nh7873U9,,103182411,360000,360000,420002,2,0,1,1,1,交通银行,,,09AUG2018:13:59:12,,0,20181102
TQYJK201808097CMYG898qn,XDCLBA3B47E503D74D64801B8BB45ABA3BC5,10466364,250000,250000,420002,3,0,1,3,1,工商银行,,,09AUG2018:15:01:22,09AUG2018:15:01:29,0,20181102
TQYJK20180809y72v1FEq77,XDCL3247E696464A424393CFBA6417A1B42E,100188927,130000,130000,420002,99,2,1,1,1,中国工商银行,09AUG2018:16:11:51,09AUG2018,09AUG2018:16:11:33,09AUG2018:16:11:52,0,20181102
TQYJK201808090o34972Q81,XDCL8C67238E944B4EB2AA08A92638FBBCDA,103470775,80000,80000,420002,99,2,1,1,1,建设银行,09AUG2018:16:18:26,09AUG2018,09AUG2018:16:11:33,09AUG2018:16:18:27,0,20181102
TQYJK20180809V800tG4QlG,XDCL742469C18EB946DBAC0EFB3C688A5D0C,102089780,80000,80000,420002,99,2,1,1,1,农业银行,09AUG2018:16:35:45,09AUG2018,09AUG2018:16:35:18,09AUG2018:16:35:46,0,20181102
TQYJK2018080917CA819MjX,XDCLC9DAA19612E649E684A5944553C849CA,101479080,100000,100000,420002,99,2,1,1,1,工商银行,09AUG2018:16:54:31,09AUG2018,09AUG2018:16:54:17,09AUG2018:16:54:32,0,20181102
TQYJK20180809NZN0ii80qL,WZCLE92FF61B9ED04483A964963FD05644E1,100747046,70000,70000,420003,99,2,1,1,2,建设银行,09AUG2018:17:45:11,09AUG2018,09AUG2018:17:44:40,09AUG2018:17:45:11,0,20181102
TQYJK201808092A38HOYn32,XDCLCDB84D6FF502447690657281A1238939,101804311,130000,130000,420002,99,2,1,1,1,中国银行,09AUG2018:18:56:29,09AUG2018,09AUG2018:18:56:13,09AUG2018:18:56:29,0,20181102
TQYJK20180809y49F81p10s,XDCL3A554D8393514FE3BF1E35261357FC24,101291723,300000,300000,420002,99,2,1,1,1,工商银行,09AUG2018:19:34:58,09AUG2018,09AUG2018:19:34:40,09AUG2018:19:34:58,0,20181102
TQYJK20180809CMpJnS1O6i,XDCLF46B3CA7A35E46D48A43F5B77C904F7E,101228030,100000,100000,420002,99,2,1,1,1,中国邮政储蓄银行,09AUG2018:19:51:30,09AUG2018,09AUG2018:19:51:17,09AUG2018:19:51:31,0,20181102
TQYJK20180809BG35B9D3k8,XDCL627B9F2B71D6488F9DBE7C9C042C0F1A,10466364,380000,380000,420002,99,2,1,3,1,工商银行,09AUG2018:21:26:05,09AUG2018,09AUG2018:21:25:45,09AUG2018:21:26:05,0,20181102
TQYJK20180809j60iN0F81r,XDCL5434F9B9C1034556B5033206BE2F9A8B,10277960,60000,60000,420002,99,2,1,1,1,建设银行,09AUG2018:22:10:12,09AUG2018,09AUG2018:22:09:53,09AUG2018:22:10:12,0,20181102
TQYJK20180810g7280l2r3h,XDCL622905744B034A9C879BE416AB0FDF5C,102709164,50000,50000,420002,3,0,1,1,1,建设银行,,,10AUG2018:07:00:14,10AUG2018:07:00:26,0,20181102
TQYJK20180810ZX4n3wybH5,XDCL633FB655AA664C2A9077D96E1A0F8660,102709164,50000,50000,420002,99,2,1,1,1,建设银行,10AUG2018:07:01:17,10AUG2018,10AUG2018:07:00:52,10AUG2018:07:01:18,0,20181102
TQYJK201808109D52DszM18,WZCLE6494DD5261443B7BA3A053D3723573F,100087267,300000,300000,420005,7,4,1,12,2,建设银行,10AUG2018:09:21:00,10AUG2018,10AUG2018:09:20:44,10AUG2018:09:25:02,0,20181102
TQYJK2018081090Y24R9O0E,XDCL215B8A9E9C21444AB3623A8916FB07C6,103182411,360000,360000,420002,99,2,1,1,1,交通银行,10AUG2018:09:46:38,10AUG2018,10AUG2018:09:46:20,10AUG2018:09:46:39,0,20181102
TQYJK20180810t8h1f060L4,WZCL5A5700F38C2244DCAB4309F3C3FF4AE9,100901991,100000,100000,420003,99,2,1,1,2,建设银行,10AUG2018:09:56:53,10AUG2018,10AUG2018:09:56:40,10AUG2018:09:56:56,0,20181102
TQYJK20180810FPSSh5XqNA,XDCL56A69C23C83F45288A78207421EB35BC,100812543,110000,110000,420002,99,2,1,1,1,中国银行,10AUG2018:10:25:41,10AUG2018,10AUG2018:10:25:19,10AUG2018:10:25:41,0,20181102
TQYJK20180810228AF4EEUJ,XDCLF8735BFB616F4CF7A593CAE12E1239FA,100917770,160000,160000,420002,99,2,1,3,1,交通银行,10AUG2018:11:23:20,10AUG2018,10AUG2018:11:22:59,10AUG2018:11:23:20,0,20181102
TQYJK201808107vfsKe31ij,XDCL98C07660AB35496CBF98E58F08D011D2,104152598,160000,160000,420002,99,2,1,3,1,工商银行,10AUG2018:12:34:12,10AUG2018,10AUG2018:12:33:59,10AUG2018:12:34:13,0,20181102
TQYJK20180810cbrk2fdVUa,XDCLEF27E20B40894927BDC91C551C2509CF,100154238,130000,130000,420002,99,2,1,1,1,建设银行,10AUG2018:13:11:02,10AUG2018,10AUG2018:13:10:30,10AUG2018:13:11:02,0,20181102
TQYJK2018081097j7q33l27,XDCLF9A35FAC82BE45978434640654D2F56F,10448677,280000,280000,420002,3,0,1,3,1,农业银行,,,10AUG2018:13:11:57,10AUG2018:13:12:02,0,20181102
TQYJK201808104882cu803v,XDCL81DFB7E2F37D4437B8FC4A886378D99A,10448677,280000,280000,420002,99,2,1,3,1,农业银行,10AUG2018:13:12:44,10AUG2018,10AUG2018:13:12:20,10AUG2018:13:12:44,0,20181102
TQYJK20180810StcMNp6ejx,,1043927,300000,300000,420005,2,0,1,12,2,江南农村商业银行,,,10AUG2018:13:53:04,,0,20181102
TQYJK20180810I2Ho36rYt9,WZCL6C47CB3C54D14C5CA6999F3989CD2F78,1043927,300000,300000,420005,99,2,1,12,2,江南农村商业银行,10AUG2018:13:53:31,10AUG2018,10AUG2018:13:53:12,10AUG2018:13:53:35,0,20181102
TQYJK20180810BFF9a7h3h9,XDCL32ADE9038EC349CF9D9BCD1D984F6932,101954339,140000,140000,420002,99,2,1,1,1,建设银行,10AUG2018:14:49:44,10AUG2018,10AUG2018:14:49:14,10AUG2018:14:49:44,0,20181102
TQYJK20180810E108w23r22,XDCL75486CE46C564354A6FA1410F47BAA07,104766191,110000,110000,420002,99,2,1,1,1,建设银行,10AUG2018:14:53:31,10AUG2018,10AUG2018:14:53:17,10AUG2018:14:53:31,0,20181102
TQYJK20180810Ry1dD430vh,XDCLF43CA903BDFA44C9BAF000FC8E4F22C3,103841195,130000,130000,420002,99,2,1,1,1,农业银行,10AUG2018:16:11:05,10AUG2018,10AUG2018:16:10:42,10AUG2018:16:11:05,0,20181102
TQYJK20180810eex5Q3tZ9d,XDCL0F942E4AD3BD46F1A95A01C21F6E11CA,102209256,140000,140000,420002,99,2,1,1,1,中国工商银行,10AUG2018:16:39:09,10AUG2018,10AUG2018:16:38:49,10AUG2018:16:39:10,0,20181102
